"disease","disease_full_gip_once_000","disease_full_gip_once_001","disease_full_gip_once_002","disease_full_gip_once_003","disease_full_gip_once_004","disease_full_gip_once_005","disease_full_gip_once_006","disease_full_gip_once_007","disease_full_gip_once_008","disease_full_gip_once_009","disease_full_gip_once_010","disease_full_gip_once_011","disease_full_gip_once_012","disease_full_gip_once_013","disease_full_gip_once_014","disease_full_gip_once_015","disease_full_gip_once_016","disease_full_gip_once_017","disease_full_gip_once_018","disease_full_gip_once_019","disease_full_gip_once_020","disease_full_gip_once_021","disease_full_gip_once_022","disease_full_gip_once_023","disease_full_gip_once_024","disease_full_gip_once_025","disease_full_gip_once_026","disease_full_gip_once_027","disease_full_gip_once_028","disease_full_gip_once_029","disease_full_gip_once_030","disease_full_gip_once_031","disease_full_gip_once_032","disease_full_gip_once_033","disease_full_gip_once_034","disease_full_gip_once_035","disease_full_gip_once_036","disease_full_gip_once_037","disease_full_gip_once_038","disease_full_gip_once_039","disease_full_gip_once_040","disease_full_gip_once_041","disease_full_gip_once_042","disease_full_gip_once_043","disease_full_gip_once_044","disease_full_gip_once_045","disease_full_gip_once_046","disease_full_gip_once_047","disease_full_gip_once_048","disease_full_gip_once_049","disease_full_gip_once_050","disease_full_gip_once_051","disease_full_gip_once_052","disease_full_gip_once_053","disease_full_gip_once_054","disease_full_gip_once_055","disease_full_gip_once_056","disease_full_gip_once_057","disease_full_gip_once_058","disease_full_gip_once_059","disease_full_gip_once_060","disease_full_gip_once_061","disease_full_gip_once_062","disease_full_gip_once_063"
"colon neoplasms","1.0844446","0.071299374","-0.3867615","-0.33412743","-0.036423035","0.14097251","0.18750753","-0.008934155","0.149734","0.16456652","0.23812193","0.04309293","-0.448042","-0.16232519","-0.07512962","-0.2474542","0.009058588","0.046662994","-0.48486972","-0.047697105","0.035691485","-0.008188907","-0.20789771","0.18376571","0.6040476","-0.058245637","0.30845082","0.3599963","-0.3003251","-0.07456755","-0.23244199","0.1739849","0.029161539","-0.598152","0.11957243","-0.45189992","-0.48090327","0.8175566","1.0944175","0.9174048","0.6163745","-0.8918519","-0.2674318","0.28075498","0.47565433","-1.104877","-1.015914","-0.022468178","0.44243878","0.44851947","3.0700915","0.7568973","1.0332725","0.26438475","-0.37471595","-0.7372051","0.27020627","0.45318505","0.44424716","-0.19674955","-1.2948272","-1.225027","0.745609","1.0613515"
"colonic inflammation","-0.20022516","-1.8207675","3.818215","0.81324595","-3.3614867","-0.52814204","-1.7787764","-1.6112657","2.448466","-2.165531","-2.795953","-1.0905223","0.23368202","0.0138081275","-0.3049701","-1.1619443","0.30405825","0.5366575","-0.6625494","0.98797184","1.2596465","-1.3200368","-0.82559896","-0.32100752","0.12608701","0.9765952","-0.5837419","-0.8757131","0.32187572","1.0057397","-0.117880814","0.5053588","0.28246865","0.1018065","0.09699353","-0.7064829","-0.7250481","0.7969481","-0.851083","-1.9128585","-1.8687757","0.12787135","0.17534992","1.1957531","1.0332125","0.0543172","0.8248434","0.22332823","2.429969","-1.8075233","0.89377326","0.6284193","0.19205236","-1.2604887","0.67036116","1.1291269","0.42443347","-0.720198","0.00039805984","-1.1449864","-0.16686857","-0.036421753","-0.44036844","0.37462318"
"colorectal adenoma","-0.7600584","0.35270658","-0.13583615","0.1695145","-0.52994925","-0.12871571","0.34964943","-0.6500563","-3.7437232","3.827013","2.163388","-0.73168385","-0.53242755","-0.26090083","-0.009613137","0.7216684","-0.93596864","1.2225237","0.19872965","-1.7294372","-1.5324727","0.24949001","-0.11332028","0.84448254","-1.7076186","0.13125482","0.64387995","-0.17802225","-0.599194","-0.48480242","-1.5641268","1.3479447","2.2474504","-0.9514689","-2.065959","0.8349812","-0.91227967","0.14353603","-1.219519","-0.9393432","-0.017125973","-1.2511076","-1.4980017","-0.42569414","3.351982","0.16431715","-3.4827669","2.0435734","-1.0263582","0.4839773","-0.3325312","-0.49255162","0.33545437","-0.008315224","2.5894756","0.8477609","-0.34015286","-0.66118926","0.53455853","-2.0861251","0.5996264","1.3753797","-0.34061208","0.70482826"
"colorectal adenomas","0.8945745","0.33259904","-0.55705786","0.20360778","-0.14871593","0.63496035","0.58886254","-0.15782623","0.23409283","1.0731335","-0.37366983","0.2944","5.2927976","3.1267936","1.0392791","0.08986063","-0.34789705","0.13299087","-0.69017404","0.669029","-0.5110777","0.26617715","-0.353551","1.0261644","-0.8294735","-0.27312183","-1.3099335","-0.024888454","-0.45500883","1.7173387","-0.8181417","-0.18945955","0.54244167","0.5528491","-0.21538153","-1.0637261","0.47916144","0.9590008","-0.26997247","1.1021595","0.6313798","0.50782585","0.11763728","-0.79400873","-1.2599769","1.4940864","0.51798856","0.49547738","1.7031581","0.17220461","1.1696002","-1.114541","0.20996118","0.92384166","-0.28023174","0.081697166","-0.19984442","-0.563815","0.24469946","0.22316673","-0.10769273","0.42273122","-0.15667258","0.3842142"
"colorectal cancer","-1.9789048","0.030376423","-0.055609886","-0.052674007","-0.030573113","0.019887716","0.030176235","-0.06275755","0.020037133","0.037501547","0.009694826","0.007900487","0.0145942895","-0.010390963","-0.026217083","-0.020017205","0.0059853275","0.036436316","-0.034851946","-0.004069795","0.029530855","0.0046823677","-0.05610321","-0.0037675747","-0.009889129","-0.007340965","0.0039992477","0.007697843","0.0006772281","-0.014996671","0.005849216","-0.003731309","-0.006980539","-0.019515207","0.033605743","-0.028164973","-0.025114227","-0.05281289","0.06982371","-0.08291531","0.03568087","-0.17903648","-0.050910313","0.04214717","-0.048865985","0.15766741","0.21191731","-0.22765462","0.4837848","0.2583965","-0.3100748","-0.3326911","0.28041324","-0.557038","-0.3549541","-1.0460507","-1.1661946","-0.14713013","3.1612704","1.8846655","2.2533343","0.059120934","-0.50691974","0.8390467"
"colorectal carcinoma","-0.7365773","0.12593529","0.054761812","0.23951466","-1.152337","-0.61381435","-1.2856297","-0.7570168","2.802244","-1.6984055","-1.2477707","0.13060056","-0.38704005","-0.4070432","1.404662","5.253251","0.6168583","-0.8389396","1.7958122","1.191429","-1.3512638","1.5388199","0.80759346","-3.4154475","-1.5035596","-2.5134974","-1.3386482","0.5235705","0.519611","1.185105","-1.7788051","-0.07892767","1.085934","0.41180956","-0.23041151","0.83382154","1.2989044","0.8446995","0.9179828","0.7167664","0.34032577","-0.71487314","-2.72789","-0.0019474832","1.9880079","0.5675464","1.7565004","0.4090588","-2.162484","1.126923","1.7113645","0.8138762","0.3642373","-2.3286424","-0.2552419","-0.34937325","0.4953718","1.2174637","0.8503122","-0.80478245","1.0521913","0.6062511","-0.22809008","-0.5980293"
"constipated-irritable bowel syndrome","0.023828946","0.13200288","-0.2561678","-0.1794428","0.015017429","0.13489878","0.07607512","-0.16369523","0.022973252","0.11735155","-0.03124304","0.017080348","-0.088421375","-0.14584671","-0.08502671","-0.13820608","0.055721156","-0.0025791354","-0.07036621","-0.14024667","0.11924494","-0.17775585","-0.16548115","0.09611089","-0.06528915","0.07010142","0.13786598","0.0042536515","-0.04692535","-0.055053815","0.10900023","0.061612707","0.036721654","-0.069868624","-0.053180546","-0.021372262","0.05068864","0.23227943","0.03204759","-0.025228413","0.04376061","0.0017356466","-0.06469585","-0.043839447","-0.17045423","-0.108832285","0.068100505","-0.010169365","-0.24933831","0.2117428","-0.06667559","0.08077786","0.004743756","-0.060430545","-0.016192995","0.04875933","-0.16857742","-0.17322512","-0.0657315","0.07539434","-0.023562742","0.035778943","0.21343437","-0.14301181"
"constipation","-1.2766192","-0.25564855","1.8839172","-0.62338257","-0.46623042","0.40795094","1.8308855","0.5891373","0.37855107","1.3016756","1.1595645","1.0679624","-1.3058889","1.9903895","1.014132","-0.875234","0.37771466","1.3063923","1.1491615","0.14893718","0.93667674","0.1410188","-0.33253774","-1.4050921","1.8422298","-0.38243246","0.35388032","-0.24861734","-1.7587628","-0.59276915","-0.9807339","0.9133704","1.5749589","-1.1815087","1.4174205","0.2331826","0.57504797","-1.2552476","1.3144073","2.6972926","0.014307275","-1.1520295","0.5253438","-0.10356295","0.8770612","0.26251557","1.360936","-1.5725814","1.8259592","0.15833613","-2.8077447","0.9811324","-0.5004493","2.8306315","3.446259","1.9818128","-0.35282084","3.168139","2.5627892","-1.5740035","0.00438071","-0.3570391","-1.4111873","0.12846096"
"coronary artery disease","-0.5507027","1.0038059","1.1783768","1.0009547","0.81257355","-0.35517022","-1.3598017","1.8040502","-0.39499146","-3.3435395","-0.6435542","-1.5119208","0.7670027","0.08202049","0.3394221","0.7051853","-0.8793486","-2.4313145","0.06273209","-1.2693089","1.0522845","-0.20476426","-0.33072898","0.31110474","1.1545358","0.12087185","-1.2724774","0.16516492","1.0471408","-0.56835055","0.23607935","-0.20456013","-1.3054152","2.3004227","2.205367","-0.6182224","0.6068311","0.10780117","0.09206458","0.60212123","-1.1246302","-0.2979355","-0.94617647","-3.0404315","0.10355801","2.1663985","-0.34767687","0.93724555","-1.9738556","0.28912026","-1.89859","1.8883731","-1.9357644","2.062946","-2.3025486","-1.905704","1.7081696","0.964748","1.5157338","-0.26954433","-2.2815394","-0.40547967","-3.2275698","2.0777164"
"coronary heart disease","0.33637166","4.1272254","2.6674047","-0.10078283","0.8358269","0.32403916","-0.032726854","-0.4536588","-0.40934467","-0.9828544","0.50884503","0.67822576","-0.113099314","0.46264446","0.47976074","-0.53992856","1.0699607","0.41538796","-1.3442903","0.7091614","-1.0067767","0.38074416","-0.2061833","-0.16873506","-1.6586732","0.43607497","0.4573302","-0.15148252","-0.3625616","-2.1235337","0.7129163","-0.57748187","-0.24821268","-0.50705856","-0.11145611","1.5278292","0.79958963","0.64582527","0.7148182","1.5122687","-1.0015944","0.7417286","0.54300046","0.49665657","0.9933986","0.09857273","-0.42191586","0.98202175","-0.7351575","-0.74895954","-0.71586967","-1.0552083","0.60363877","0.4664222","-1.0495358","-0.86140096","-0.8180999","1.2637906","0.07826943","-0.12707768","-0.13416906","-0.19285627","-0.9047363","1.1504973"
"coronary heart disease complicated with nonalcoholic fatty liver disease","0.17693819","-0.064389326","-0.2336566","0.08842466","0.8429501","-0.9132321","0.72026753","-0.2226211","0.57489264","0.47694856","-0.24346042","-0.53181547","-2.0482252","3.307176","0.82812065","-1.5011787","-1.1536961","0.21394488","0.44714156","-1.1339116","1.710884","1.0766964","0.22253525","0.9072654","-0.60289675","1.3154054","-0.515888","-1.2629881","1.2241538","-0.90800476","0.33389366","0.9746611","0.5514375","0.2885191","-2.423636","-2.569182","-0.26299462","1.0939121","0.89586306","-0.7396388","-2.666426","-0.567208","2.1594157","1.1060054","-0.8996064","-0.18207234","-0.81220704","-1.5373716","-0.5552903","-0.5607086","-0.2016051","-0.5796379","-0.8635856","2.2222428","-0.04116082","-1.1544868","1.4678329","1.5047174","-2.0990343","-0.47464296","-0.3265269","0.7240858","0.47306964","-0.39002845"
"cow milk protein allergy","1.0852941","0.16618426","-0.38179672","-0.21362673","0.028710864","0.17758942","0.07992771","-0.19452834","0.04387056","0.16068913","-0.03988322","0.022410216","-0.12652214","-0.18006009","-0.11435782","-0.17399183","0.06477798","0.07435079","-0.057255995","-0.15974756","0.097388305","-0.2119612","-0.19601491","0.088203296","-0.028858045","0.08681288","0.16752207","-0.0039876574","-0.07481586","-0.0700742","0.06729918","0.02751846","0.017755104","-0.09551783","-0.056296945","-0.00064646784","0.069323435","0.18804105","0.048692726","-0.0133488905","0.00795531","-0.008036902","-0.04735184","-0.060006335","-0.18759793","-0.07120766","0.033158474","-0.017069513","-0.2574347","0.17010272","-0.007828443","0.043134917","0.05436538","-0.040300447","-0.021177597","-0.0044779107","-0.15623267","-0.09128095","-0.082047604","0.024807204","-0.04889842","0.033188764","0.048245907","-0.06557875"
"cystic fibrosis","-0.8330002","-0.0679417","-0.0788715","-0.14715241","0.012967573","0.21540822","-0.0746951","0.28004408","0.07300611","-0.26352453","0.14291473","0.2303618","-0.1437703","-0.34528688","-0.35920438","0.33073187","-0.5661949","0.17205544","1.1076347","1.6831554","-0.36687946","0.123559944","0.26696292","1.116598","0.65290725","0.46623278","-0.03254629","0.2666539","-1.7719107","-0.7439575","2.1349645","0.5255105","-0.5332287","0.26446843","-0.34315324","-0.21743906","0.30694693","-0.6101563","1.7138376","-2.1381261","2.2487724","4.4580436","-1.2451553","2.4653988","-0.25323376","1.6738366","-2.0657837","-2.5710857","1.6015456","0.35349408","-1.156121","-0.137256","-1.5634613","0.08686256","-1.7088882","-3.0831587","2.0787427","3.042284","-2.5751812","3.3786077","-0.6548596","-0.96536803","-1.214472","1.2402105"
"depression","-1.2224061","-0.8091174","1.8049281","0.17371617","-1.2794771","-0.15343882","-0.889087","-0.5991621","0.1755713","0.011016313","-1.5121396","0.32743263","0.2472073","-0.635755","0.23575021","0.74506","-1.8202161","1.0157832","2.053657","-2.250573","0.049664024","-0.90386564","-1.3708911","0.42983133","-0.9557641","0.1613535","-0.98435986","-0.42405102","1.0875067","-0.11499833","0.7322281","1.141213","-1.1536846","0.6973171","-0.67770576","0.030283406","0.27238348","1.5343581","1.0582284","2.7365222","1.1791583","-0.5424271","-0.24296573","0.5131654","0.42570555","0.095470786","-2.1063657","-0.8386353","0.108906455","-2.0768118","0.39335644","0.5260097","-0.36978364","-1.0416296","-0.03812383","-0.9264545","-1.293131","-2.065007","0.8736312","-1.9435589","0.1373996","1.6022942","0.66662365","1.910674"
"dextran sulphate sodium-induced colitis","1.0835973","0.16568136","-0.36944315","-0.19455491","0.04041105","0.16276492","0.061287068","-0.1848121","0.021474594","0.13987266","-0.053995654","0.06187003","-0.15009426","-0.11842259","-0.19829413","-0.06870835","0.054820806","-0.05344853","-0.18906966","-0.085444964","-0.06413884","-0.105332755","-0.0826221","0.14571027","0.016263383","0.02083188","0.32297903","0.2596532","0.057020653","-0.09834113","0.116834216","-0.10580109","0.1367955","-0.18954772","0.014201103","0.27621436","0.1462114","-0.015628606","0.056984387","-0.04397725","0.3066864","0.18204482","0.013802242","-0.37812805","-0.45790228","-0.26263085","0.29517278","-0.2829356","-0.4382768","0.35807872","0.04515593","0.39537826","0.100383446","-0.11065578","0.16428088","0.18215969","-0.059285257","-0.18990976","0.1494353","0.005522265","-0.28389052","0.06506147","0.1739223","-0.034789898"
"diabetes","-1.1081951","-1.1185108","1.3184379","2.0115383","0.025381142","0.08808154","-0.41918817","-0.72585213","-1.7063007","-1.19627","0.5860254","-0.7558183","-1.7496481","-1.8387343","0.13106602","-0.45321226","0.15786804","0.42493975","2.3117762","1.6657087","0.5882859","0.44405746","0.50946784","2.7662363","-0.22930582","-2.3863933","2.0052276","-1.3227005","-1.0918797","-0.24982855","-0.46808562","-0.32908753","0.952984","0.78425837","-1.857636","-0.5209155","0.07897333","0.86440885","-2.4089513","0.04171533","-0.22099991","0.16880563","-2.0620883","-0.32436398","0.48285002","0.8180628","0.029019866","-0.5749642","0.7399576","0.91480094","1.2689927","1.0576488","1.8358175","0.94243","-1.1752031","1.25763","2.6927981","-0.5446378","-0.6881577","0.14465666","-1.4869146","0.27559748","-0.9127345","0.13096318"
"diabetes mellitus","0.67641294","-2.0382776","-2.105229","-0.41749188","0.45306778","0.46092406","0.58527184","0.013667659","-1.7845794","2.214783","1.1446887","-0.7859498","-0.2558666","0.082655475","-0.21328442","-0.5501572","0.90595263","-0.02614177","-0.6121277","0.10253496","0.011935274","0.018464683","-0.04807295","0.24273835","0.4870927","0.50748885","0.22917803","-0.21572","-0.34324777","-0.11105513","-0.051474907","-0.48229435","-0.089827806","0.09620209","0.6775075","-0.05063057","0.6818944","0.17897485","-0.3352022","-0.18664594","-0.4171364","0.023976536","-0.5712064","-0.78401434","0.45912004","0.7217183","-0.04597183","-0.42941386","-0.41940123","0.2090216","-0.3802954","0.5760395","-1.4728556","-0.19417503","-0.53246504","-1.3772844","1.1616706","0.20021106","0.9280663","-1.2248893","-0.56673616","0.052948046","-1.4612777","0.30210936"
"diarrhea","0.5151988","-0.7382334","0.34910613","0.044171233","-0.9794257","-0.731592","-0.20857655","1.263063","1.0003649","0.027678749","3.2696772","3.2192504","-0.6311451","0.7879819","0.42422852","-0.47535756","0.4485004","-0.07336324","-1.3506086","-0.71131206","0.42696688","1.5058059","-0.6341995","1.1012423","3.4651346","-2.0091515","0.6216007","-0.090296805","-1.4855984","0.34782633","0.6403307","0.88334304","1.1385474","-2.02092","1.9201442","-0.79136074","0.2583332","0.6604878","2.8943725","1.6184013","0.4109185","-1.5986012","-0.25250295","0.05991854","0.6088999","-1.3702894","-1.2648993","0.42378825","0.67391616","-0.17680384","3.8010352","0.7796154","1.5488507","0.7671616","-0.8908874","-1.1164151","-0.3018371","0.6356069","0.6353593","-0.24056879","-0.90851337","-0.57295084","1.0961058","1.0543243"
"diarrhea-predominant irritable bowel syndrome","-0.09137446","-1.24073","-0.05166759","1.1360824","1.3884948","-3.9608462","1.2738856","-2.0224304","-0.87085104","-2.131403","2.7804828","3.6556146","-1.1129847","2.7427437","0.4309428","-0.3796732","-0.68114305","0.15710841","0.9393887","0.28216124","1.1695995","-0.5566061","-0.74289906","-0.22568062","-0.876383","0.7608301","-0.5273099","0.3887323","0.1511953","0.24582428","0.113691844","-0.3139431","-0.78338444","-0.5882558","0.040800326","0.06136854","-0.41466516","-0.7119911","-0.027631456","0.046466634","-0.48549488","0.25571796","0.091195166","-0.49594894","-0.39865375","-0.0019911614","0.5151138","0.71433157","0.18814431","-0.21406092","-0.1013475","-0.9341506","0.42850763","-0.1902198","0.23217723","-0.30833697","-0.26056314","0.09769674","-0.0032868516","0.15928303","-0.32587838","-0.08213507","-0.013602195","-0.15756868"
"diarrheal diseases","1.0832303","0.1595477","-0.36506855","-0.20455411","0.025149208","0.16761942","0.0765816","-0.18483725","0.042045526","0.15066752","-0.03561989","0.021102909","-0.1132203","-0.16323347","-0.10549758","-0.15746965","0.0582765","0.07012372","-0.05474181","-0.14183325","0.08937845","-0.1844375","-0.17804776","0.07588975","-0.026168825","0.073554136","0.14484325","-0.0022364038","-0.06282671","-0.0596257","0.058524303","0.025031656","0.015011742","-0.08131809","-0.04787035","-0.006623509","0.05304624","0.1638092","0.04496847","-0.012721213","0.005662072","-0.0028149136","-0.043233793","-0.05242494","-0.16533777","-0.057793774","0.028288012","-0.01836566","-0.22004116","0.14279342","-0.0078100157","0.03168294","0.04451888","-0.034974344","-0.02011772","-0.0051703844","-0.13152495","-0.07057109","-0.067746714","0.01618375","-0.055660617","0.027163304","0.039180193","-0.054488756"
"diet-induced obesity","-1.0571132","-0.25373834","0.7827585","-0.79535514","0.012677047","0.6812681","-0.5002475","-0.021618214","0.64306027","0.45431918","0.2891845","-0.96889406","0.04855406","-0.37657216","0.5230008","-0.48569795","-0.846194","0.6076913","-0.22234751","0.4652066","-0.07371741","1.6560826","0.15137315","1.0181425","-1.0888419","1.7666323","-0.7314711","-0.85116595","-1.0372405","-0.98452264","0.75897455","0.47265884","-0.7200414","0.62717855","-2.6075747","1.3670071","-0.8383996","-0.77965087","3.6679635","3.1991587","-1.9792649","0.47463894","-1.2247584","0.7541262","1.8394309","0.67553747","1.9917135","1.6346904","0.080420926","-0.9400088","-0.23467615","0.8929573","0.41720387","0.037826505","0.029799612","-0.29261056","-3.2860208","-3.60196","0.55716735","0.37193567","-1.6124753","-1.2220366","-0.90440613","-1.5460029"
"diverticular disease","0.8951274","-0.5077952","0.06679476","0.6586694","-1.0064873","-0.15460894","0.091971345","1.6737726","1.0027918","0.37740925","3.2049167","3.075295","0.66647804","0.53630626","2.1264324","-0.40667218","0.050625313","-0.26597115","-1.4184712","0.26831275","-0.27284718","-0.42899343","-0.64274716","1.3519665","-1.1728836","0.2336313","-1.57339","0.16860223","-0.2475193","1.502465","-0.6922781","-0.5753538","0.5839303","0.59001166","-0.15078339","-0.9712265","0.53348047","0.88725805","-0.25173295","0.9503711","0.24290302","0.7620128","0.34421253","-1.2370945","-1.5906485","1.8165139","0.95051783","0.45012563","1.464707","-0.26907423","0.9910431","-1.1477399","0.21800196","1.0631362","-0.18687956","-0.22227354","-0.36263674","-0.6300588","0.30604082","0.346406","0.022841543","0.5925827","-0.23502825","0.019842649"
"dry skin","1.0860184","0.1713556","-0.38652745","-0.21559052","0.03301655","0.18399356","0.07893376","-0.19851544","0.045136336","0.16929841","-0.040357508","0.014787459","-0.13358551","-0.20858462","-0.13469622","-0.16579244","0.035795636","0.0752635","-0.03207397","-0.08873573","0.08950959","-0.23610449","-0.15437946","0.16801044","-0.029616773","0.1321421","0.19472992","0.036564253","-0.15216817","-0.060537905","0.19143218","0.15572363","-0.003899826","-0.010098461","-0.26227757","-0.08949089","-0.08457766","-0.025862215","0.2669147","0.1859612","-0.120415255","-0.17072275","-0.081624165","-0.0714467","-0.20816064","-0.08316372","0.33019128","0.12888497","-0.26455867","0.18902087","-0.0302387","0.004076915","0.07609966","-0.042992383","0.082679406","-0.08182068","-0.19182788","-0.14560026","0.0355189","-0.0190916","-0.07270948","0.06713448","0.09928476","-0.081428304"
"duodenal ulcer","1.0892311","0.23292628","-0.48175398","-0.36651227","0.09992463","-0.14364094","-0.15711404","-0.4332546","0.31287327","0.45121494","-0.34391445","-0.19566028","-0.6006213","0.09246293","1.8888855","4.585836","1.9485618","1.390983","-0.94585925","0.73901993","2.2248828","0.38911438","-1.410929","0.88472235","0.21196271","0.4396778","0.33220986","0.020518124","0.28023338","-0.44553486","0.089844525","-0.00011806238","-0.14857732","0.49827716","-0.1689221","0.2604401","-0.119169116","-0.18421274","-0.23089314","-0.27335674","0.080419496","-0.31990513","-0.16732919","0.012498546","-0.004334055","-0.34813577","-0.29539275","0.037903033","-0.21644804","0.4381769","-0.23763558","0.21178547","-0.049588867","-0.14150225","0.11816835","0.015540721","-0.025899943","-0.00077333575","-0.19108202","-0.3526785","0.008755614","0.14599857","0.21746436","-0.056712028"
"dysbiosis","-0.087985635","-1.9826533","2.8002775","-1.096693","0.20170826","1.191833","0.39450476","-0.11136209","0.07378465","-0.64783096","0.2716514","-0.4693719","-0.17381454","0.08024378","0.3184163","-1.2075658","0.081920624","7.8455734","0.39368743","0.82275295","-2.5937934","-0.47752813","-1.1396947","-2.0984826","0.54472417","-0.03586506","-0.4944689","-0.70828515","2.5592253","2.463342","-0.6568723","-0.16882999","-0.17848836","-0.70213586","-1.2221153","0.42235366","0.35107356","-1.2616184","0.3701134","-0.70236844","0.052998975","0.09558226","0.6631367","-0.92904913","1.035157","-1.460408","0.7910769","-0.24979539","1.9276841","2.355527","-0.1720323","0.5872099","-1.8426738","-0.9983853","0.48273027","0.29039538","0.9421963","0.364483","-0.31431216","0.18065873","0.076393425","0.75757366","1.1049058","0.10625791"
"dysenteric diarrhea","1.0842371","0.16452646","-0.37772733","-0.20847553","0.023257839","0.16515604","0.08229047","-0.18532923","0.035823178","0.14849809","-0.04138267","0.029088857","-0.116628006","-0.17335878","-0.10454452","-0.16703276","0.06975059","0.07320963","-0.04433194","-0.15341976","0.09842343","-0.19524279","-0.1793364","0.0554","-0.026246943","0.07545427","0.1733845","0.006166867","-0.060095165","-0.08316581","0.03053478","0.032870375","0.03148183","-0.1203587","-0.020871297","0.06823471","0.10234951","0.18940878","-0.003991607","0.04513339","0.08601032","0.027007017","-0.08033695","-0.062243544","-0.17235687","-0.041263044","0.031430393","-0.0103400815","-0.19091487","0.17635824","-0.031655837","0.038518913","0.038555294","0.019683782","-0.065873705","0.009530956","-0.17701681","-0.038913585","-0.14458211","0.008303281","-0.08207756","-0.0078075146","0.06368974","-0.08853923"
"dyslipidemia","0.49139678","0.19863288","-0.20565927","-0.26818746","-0.1386254","-0.13567594","0.50194424","0.351812","0.05973867","-0.5216472","0.3278647","0.021221686","-4.787106","-2.498377","0.86097616","-0.86151963","0.061892107","0.10651913","-1.0415084","-0.070675544","-0.3871154","-0.48140416","-0.06491625","-0.1964431","1.1728822","-0.1954894","1.4675134","0.73459274","-0.37397173","-0.25371826","-0.58677685","0.9069601","0.23784865","-0.47871038","1.8268976","-1.0055988","-1.0982703","0.67236793","0.2592325","3.0863748","1.9519563","-0.84013355","-0.35329112","0.99634165","0.67519164","-0.15007862","-1.0880355","-0.8672858","2.0528438","1.2792662","2.295502","1.1411422","0.8271451","0.94223124","0.30605373","-0.74432033","-0.9977033","1.0942631","0.3757373","-2.109459","-1.9434205","-1.2007946","0.1296039","0.041076962"
"early-stage lung cancer","1.0976607","0.27278858","-0.48616153","-0.3071416","0.009508628","0.3932179","-0.047667332","-0.61568826","0.12668727","0.75880253","-0.071536295","-0.20511718","4.8885384","3.166998","-0.8979108","0.36595884","-0.042448696","0.38326994","0.40600896","-0.013671418","0.35522598","0.33957374","0.18604799","0.02983681","0.12064418","-0.31055945","0.009334881","0.2132601","0.051437367","-0.07271757","0.2648411","-0.063318126","-0.06663895","-0.14630628","0.18174557","0.07316531","-0.237331","-0.12751664","0.10566181","0.22353272","0.02575799","-0.20033759","-0.20061693","0.16132437","0.10239443","-0.19118729","-0.09305872","-0.082104646","-0.027616322","0.22924441","0.0765793","-0.015917065","0.41058776","-0.07168843","0.1082682","0.08737544","-0.040514264","0.022940736","-0.05132092","0.021704515","-0.13267227","-0.015328579","0.088112675","0.046929162"
"eczema","-1.281259","-0.23637371","0.0060721533","-0.17032039","0.28402528","0.63582486","0.90919256","-1.7450047","-0.6237455","-0.7622196","-0.99675506","-0.9465782","-0.9036127","1.3097848","0.9749858","-0.7359031","0.07187883","-0.09102438","1.4100033","1.08502","-0.5567881","0.69838184","-1.6950006","-2.8298059","-1.3893851","0.22474533","-1.3461291","-1.0093867","4.6377993","-3.971636","-3.1750717","-1.862801","-1.0545268","0.5436721","1.4707694","-0.35712734","0.7171984","-0.3062727","0.17666584","-0.93471384","-0.2895697","0.9695898","1.6205494","-0.6210818","-0.5385767","-3.5636797","-0.37931424","0.16751495","1.6904619","-2.4371626","0.7731989","-0.3504729","1.9823472","2.4363632","-1.4725399","0.19655177","0.8469259","-0.15620448","2.7572532","0.3799544","1.1955255","1.2696962","0.98363835","-0.18718542"
"end stage renal disease","0.1936627","-4.2744746","-1.556905","2.3560433","-3.5899806","-1.2311497","-2.2323263","-0.078905694","0.9815128","1.2400317","2.2843273","0.079936005","-0.51720226","0.82463264","-0.5305183","-1.7865283","2.1768181","-0.47817373","-1.521844","2.3197265","1.3525088","-0.6386454","0.63997287","-0.038461972","0.43623525","0.88964015","-0.008440779","-0.6830417","-0.3426492","0.28837845","0.4112167","-0.5311762","-0.2580418","-0.41374236","0.26505232","0.23944254","-0.0070932605","-0.735221","0.10660038","-0.41220522","-0.11941732","0.9397599","-0.20049822","-0.097118706","0.35287943","0.4164835","0.5586727","0.04413883","0.11285867","0.2570893","-0.8211115","-0.19949739","-0.20792258","0.12522946","0.5086505","-0.055069506","-0.6048209","0.11823097","-0.6981564","-0.6588527","0.12852432","-0.33427507","0.44436237","-0.16157793"
"endocarditis","1.0875084","0.17409384","-0.40184247","-0.22462642","0.033065584","0.18987396","0.08409227","-0.20677476","0.04619278","0.17360625","-0.0454337","0.024127524","-0.14421658","-0.202739","-0.12634736","-0.1967435","0.07378932","0.08022655","-0.060765035","-0.18493988","0.10874017","-0.25190234","-0.22217782","0.10625722","-0.032819595","0.106612206","0.20175216","-0.006686148","-0.09331455","-0.08638926","0.08104467","0.031481314","0.02214889","-0.11866071","-0.070159815","0.00922205","0.09667344","0.2290642","0.055135272","-0.014294711","0.011842032","-0.01731814","-0.055245467","-0.07318811","-0.22715943","-0.095716916","0.042530894","-0.0149309365","-0.32592347","0.22212613","-0.007938299","0.06448781","0.07396569","-0.04942013","-0.023876278","-0.002848729","-0.20712774","-0.13344103","-0.10924396","0.04295788","-0.03394508","0.044507205","0.06730841","-0.089272894"
