"microbe","microbe_full_gip_once_000","microbe_full_gip_once_001","microbe_full_gip_once_002","microbe_full_gip_once_003","microbe_full_gip_once_004","microbe_full_gip_once_005","microbe_full_gip_once_006","microbe_full_gip_once_007","microbe_full_gip_once_008","microbe_full_gip_once_009","microbe_full_gip_once_010","microbe_full_gip_once_011","microbe_full_gip_once_012","microbe_full_gip_once_013","microbe_full_gip_once_014","microbe_full_gip_once_015","microbe_full_gip_once_016","microbe_full_gip_once_017","microbe_full_gip_once_018","microbe_full_gip_once_019","microbe_full_gip_once_020","microbe_full_gip_once_021","microbe_full_gip_once_022","microbe_full_gip_once_023","microbe_full_gip_once_024","microbe_full_gip_once_025","microbe_full_gip_once_026","microbe_full_gip_once_027","microbe_full_gip_once_028","microbe_full_gip_once_029","microbe_full_gip_once_030","microbe_full_gip_once_031","microbe_full_gip_once_032","microbe_full_gip_once_033","microbe_full_gip_once_034","microbe_full_gip_once_035","microbe_full_gip_once_036","microbe_full_gip_once_037","microbe_full_gip_once_038","microbe_full_gip_once_039","microbe_full_gip_once_040","microbe_full_gip_once_041","microbe_full_gip_once_042","microbe_full_gip_once_043","microbe_full_gip_once_044","microbe_full_gip_once_045","microbe_full_gip_once_046","microbe_full_gip_once_047","microbe_full_gip_once_048","microbe_full_gip_once_049","microbe_full_gip_once_050","microbe_full_gip_once_051","microbe_full_gip_once_052","microbe_full_gip_once_053","microbe_full_gip_once_054","microbe_full_gip_once_055","microbe_full_gip_once_056","microbe_full_gip_once_057","microbe_full_gip_once_058","microbe_full_gip_once_059","microbe_full_gip_once_060","microbe_full_gip_once_061","microbe_full_gip_once_062","microbe_full_gip_once_063"
"Prevotella scopos","0.1830484","0.0015261518","0.014633654","0.20555767","-0.11895603","0.1820945","0.13043368","0.048394404","0.21880822","0.3288442","3.5846474","-4.235726","0.5768416","2.9628894","0.99643415","-0.9148856","0.5267452","-0.4823386","-0.49395153","-0.0894841","-0.673072","0.52748877","-0.09745986","-0.05981611","0.105618425","-0.43043247","-0.15267424","-0.46427548","-0.0323569","0.128634","0.039221507","-0.011149981","-0.113433935","-0.20905243","0.103850946","-0.09506997","0.035972893","-0.16402148","-0.11238525","0.25272214","-0.4921329","0.05710656","-0.52385765","0.10537718","0.020296672","0.44548687","0.52567244","-0.6370883","-0.08541906","0.63985556","0.54763126","0.13021883","-0.17967822","-0.07040009","-0.17898786","-0.052615926","-0.3510955","0.03298705","0.23475905","-0.047554374","-0.41156137","0.79496944","0.1469021","0.2574559"
"Prevotella shahii","0.71526104","-0.0082589695","0.0021602402","-0.04930881","-0.10702987","-0.03607429","0.0023089563","-0.095510915","-0.040250525","0.013872524","0.017234802","-0.13008803","0.075650364","-0.07682235","-0.09386274","-0.021489372","-0.11139842","-0.08403221","-0.12679535","-0.06931932","-0.057219516","0.028615803","-0.037413437","-0.024657434","0.024857285","-0.06387621","0.03333588","-0.12209559","0.053922325","-0.07093799","-0.11823877","-0.048845757","-0.08567935","-0.028765945","-0.029141191","-0.061159007","0.11286907","-0.07680598","-0.08971736","0.11345014","-0.013546508","-0.012960642","-0.045920406","-0.03771568","0.025318796","0.05559073","0.03494848","-0.26526633","0.21500748","0.028566526","-0.2715452","-0.08674836","-0.4147558","-0.06438365","-0.33190224","0.60534835","0.26826233","-0.44031808","-0.20367648","0.0682209","-0.26404035","-0.10547124","-0.20274353","0.06932706"
"Prevotella sp. C561","0.7126186","-0.0077196783","-0.047828104","-0.042760313","-0.10898397","-0.032669116","-0.0044153454","-0.07650872","-0.0335037","0.00561805","0.012268366","-0.115345016","0.06173985","-0.058943857","-0.08434046","-0.020654207","-0.0965312","-0.07524011","-0.11691065","-0.06357064","-0.05338693","0.022460718","-0.031071287","-0.016548704","0.018862642","-0.045869816","0.032869473","-0.09520849","0.038270008","-0.05819672","-0.08133526","-0.033496123","-0.06082362","-0.016672278","-0.03407328","-0.04065916","0.09761855","-0.062234413","-0.0764367","0.100014634","-0.01588199","-0.023322169","-0.06081248","-0.026071923","-0.03466812","-0.011269709","-0.03480035","-0.040341515","0.029441968","0.04212996","-0.15652913","-0.11594161","-0.06646717","-0.063676804","-0.02993964","0.10748455","0.068742104","-0.1258115","-0.033373255","0.068953805","-0.009156035","-0.042951606","0.050284017","0.1322021"
"Prevotella sp. CAG: 1031","0.73151785","-0.001460246","0.1247911","-0.20643806","-0.42174563","-0.36651862","-3.1505513","6.3409443","0.6432134","-0.2880039","-0.050229117","-0.067169756","-0.06343186","-0.023045883","0.003959099","0.14175187","-0.076575086","-0.30081806","-0.13797656","0.2922916","-0.02672388","-0.13495217","-0.08639074","-0.06059438","-0.19024755","-0.15051748","0.072341576","-0.09277579","0.089702904","-0.10253492","-0.11158828","-0.066332385","-0.016132805","-0.08439722","0.06518431","-0.042022888","0.16893454","-0.072575115","-0.19581419","-0.061579973","-0.1996362","-0.028804079","-0.023842402","-0.20709255","-0.12217477","-0.0306092","0.030463487","0.047922276","-0.09369783","0.0020588902","-0.045629054","-0.40309754","-0.1238165","-0.20795427","-0.17070337","-0.13021089","0.22439548","-0.24150498","-0.08792362","0.13578334","-0.19123742","-0.13019891","-0.042145304","0.079615854"
"Prevotella sp. oral taxon 300","0.7306347","0.0005541487","6.0092754","-0.08147402","0.7494471","-0.1780396","0.14155538","-0.20210807","-0.34991392","0.13743034","-0.020062882","-0.10124311","0.13520451","-0.11426429","-0.07435769","0.001819047","-0.080234684","-0.01450669","-0.13457614","0.066063456","-0.040583424","0.02506412","-0.05863948","-0.035485234","0.07014847","-0.097621314","0.12406163","-0.20570171","0.08780075","-0.17641532","-0.23418278","-0.16351585","-0.12918864","-0.041024026","-0.05990809","-0.2264775","0.18209577","-0.1383359","-0.39099777","0.24723993","-0.15607423","-0.22753255","-0.47905695","-0.3394019","-0.8899008","-0.38845167","-1.2004043","1.4582965","-1.754062","0.073659025","0.06569707","-0.9575029","0.9500909","-0.19448912","1.116779","-2.3502498","-0.46801704","0.4886695","0.56313914","0.2678378","0.30326462","0.18315996","0.06737935","-0.4899786"
"Prevotella spp","0.71379536","-0.00078620866","0.0299982","-0.047538515","-0.10496936","-0.037469167","-0.0075655184","-0.07572017","-0.035070132","0.014262507","0.041805506","-0.13368624","0.06330991","-0.08966979","-0.08990994","0.009059346","-0.12689483","0.0044805696","-0.099802434","-0.042993166","0.07840837","0.001738519","0.113889314","0.019972164","-0.05167045","0.19631852","0.17211325","-0.07094792","-0.25653747","-0.15448695","0.4349286","0.1835841","-0.36122468","-0.16323003","0.108755626","0.014700967","0.44637176","-0.37064612","-0.06672203","-0.3347413","-0.08347223","-0.08856466","0.045202352","0.02745939","0.47433344","-0.036166847","0.1954467","-0.25592396","0.63924724","-0.03212207","0.007338089","0.83157736","-1.7648941","-0.2773873","-0.9216433","1.9710516","0.23407991","-1.065409","-0.36524937","-0.23470365","-1.2252345","0.5381867","4.619487","-4.200855"
"Prevotella stercorea","-1.1528966","0.0022179487","0.06957012","-2.0925436","-0.89121705","-0.0022231431","-0.006039355","-0.17569466","0.021735203","0.028365908","0.5970615","-0.22239357","-0.1605935","0.100703105","0.66107273","0.9332167","-0.7620728","0.42230624","-0.14382929","0.07646013","3.625852","-1.0034226","0.23384926","0.3291297","0.32951698","0.034120068","-0.13769917","-0.057587177","0.07613202","-0.12903054","-0.0137967495","-0.04245526","-0.16205747","0.07603151","-0.35869226","-0.4209157","-0.13702318","-0.08347559","-0.27832422","0.25359976","0.080831036","-0.59883904","-0.19309537","0.3201259","0.4295627","0.34608558","0.23145074","-1.0003072","0.21075086","0.52463156","0.35643807","-1.0078007","-0.8982276","0.7772285","-0.91879433","-0.038604513","-1.8614601","-0.3839847","-0.85735595","-0.12931289","0.21497595","0.090235114","-2.123316","-1.6450236"
"Prevotella tannerae","-0.89896387","0.015796043","-0.0050435993","-0.05141147","0.26356354","3.1659632","0.40975884","0.33367425","0.17577948","0.21156932","-2.6302073","-2.5656886","0.5194169","-0.14471382","0.0917816","0.36384803","-0.53268623","-0.08212291","0.7798889","-0.5343375","0.30942637","-0.15325183","-0.09731463","0.4725108","-0.033811755","0.4350934","-0.61987644","-0.5065286","0.03651002","-0.2669465","-0.27192578","-0.07771808","0.061424762","-0.49301335","0.12622228","-0.712958","-1.32599","0.13815752","0.5544081","-1.1770113","0.8679512","0.26713085","-0.91430223","-0.49879605","0.8503076","3.1118987","1.0453306","0.9104058","0.96843314","0.096378565","0.65851504","0.58893037","0.75870955","-0.16561787","0.52555835","0.014969679","-0.7748218","0.08154372","0.07934167","0.59152526","0.23638219","-0.30502442","-0.010877922","1.2036659"
"Prevotella timonensis","-0.22889534","-0.008687514","-0.04364632","-0.045488797","-0.26419926","0.019279491","0.029766945","-0.12167956","-0.40098083","0.0992311","1.7775404","1.1197479","-0.41510335","0.042564936","1.6185794","0.91390723","-1.5186617","-1.5770423","10.7176695","-0.51427025","-0.9416168","-0.23332691","-0.22272588","0.18931557","0.377739","0.00453529","0.07574098","-0.2360226","-0.60409796","0.1407494","-0.30592105","-1.2377448","2.7079966","0.1516955","5.137265","1.6215165","0.8765904","-0.5650326","0.4902971","-0.29490212","0.6358937","1.4950343","0.082523264","-0.09264118","-0.9230106","-0.06666207","-0.847803","0.22999276","0.50217074","-0.09427997","0.9462152","0.3367449","-0.35386235","0.15863042","-0.23296623","-0.07705325","0.58070695","0.50128216","-0.25797588","-1.2250104","0.50744385","-0.5565409","0.66599405","-1.4481632"
"Prevotella veroralis","-0.24414401","-0.009782704","0.025499064","-0.0468518","-0.12917423","0.089521706","0.3180437","0.0963052","-0.02041348","0.2584961","0.26775715","-0.10281927","0.23786825","0.26296064","-0.08972069","-0.017577773","-0.49039194","-0.0017769685","-0.3135771","-0.23421782","-0.0647214","0.18399182","-0.29731268","0.20561296","-1.1864564","6.796358","5.062653","3.6624715","2.9314163","1.4955925","-5.28997","0.83676815","2.776312","-3.5648284","-0.9731594","0.14947522","0.60571164","-0.38482043","-0.17883015","-0.7385743","-0.048969563","-0.22500195","0.6977249","-0.080790214","0.23403168","-0.2620689","-0.48861253","-0.93001133","-0.3866832","1.2525752","0.8382136","-0.09229857","0.12481376","-0.2595365","0.23762023","0.329379","0.854332","-0.07188059","-0.23668","0.20665714","-0.1710916","1.0309477","-0.22284053","0.047507584"
"Prevotella_9","0.18526135","-0.0053282636","-0.03779566","-0.03280759","-0.08991932","-0.028104201","0.010273202","-0.10265345","-0.047622364","0.027263053","-0.037639383","-0.044716295","0.046467222","-0.09872369","-0.08640893","-0.008182583","-0.08766346","-0.050051916","-0.09420679","-0.04808675","-0.03715679","0.0104022445","0.019199982","-0.0026701407","0.03481587","-0.063108616","0.016694553","-0.055263028","0.04882757","-0.031109052","-0.101855986","-0.034134664","-0.029564923","0.008414497","-0.042754512","-0.021270555","0.08111321","-0.04151309","-0.07106715","0.049080502","0.0032167179","-0.011784616","-0.067654654","-0.021560637","-0.006795692","-0.029784432","-0.069475695","-0.026422782","0.033599976","-0.008225141","-0.12742259","-0.047212306","-0.03068149","-0.000737316","0.048961043","-0.019145105","0.048356783","0.03281055","-0.7421541","0.1053163","-0.14467095","-0.07710147","-0.027052145","0.25350645"
"Prevotellaceae","-2.314601","0.0066082557","0.021485839","0.020631425","-0.008981472","-0.0020776272","0.00048656325","-0.017023636","-0.01371134","0.01556803","-0.030318221","-0.027581884","-0.007340889","-0.0041103126","0.02361404","-0.016426248","0.011281658","-0.010206731","-0.018839898","-0.041489925","-0.0035998754","0.007843578","-0.03253861","-0.009864357","0.0023355198","-0.013075723","-0.0005981867","0.013073094","0.009428106","0.012424297","0.0037595634","0.014930914","-0.006853609","0.010681216","-0.021903705","0.017829902","0.03953493","-0.039172597","0.04158776","0.022746358","-0.0025306628","-0.007151311","-0.035058163","0.0014410147","-0.0050247787","-0.020009296","-0.054448504","0.03533717","0.0019208367","0.03345095","-0.05812514","-0.021285938","0.015698895","-0.022000482","0.008831538","-0.013137344","0.0091674905","-0.019915786","0.012068187","0.013392172","-0.00024826883","-0.01843984","-0.042801246","0.040712938"
"Promicromonosporaceae","0.7214643","-0.0024121301","-0.05653739","-0.05146188","-0.13734777","-0.05070807","-0.03242275","-0.0760097","-0.118089706","0.22931387","0.2129332","-0.0009428516","0.088428505","-0.14129087","-0.16123508","-0.054457117","-0.13800585","-0.034690537","-0.30505225","-0.111678295","-0.13064086","0.077004574","-0.18750201","-0.060466018","0.035728905","-0.114623785","0.35236514","-0.3456234","-0.38154078","-0.23485747","-0.059640836","-0.27471176","-0.84433484","0.44135603","-0.82486314","-1.1952941","3.440947","-6.8593225","9.620422","-1.3137401","-0.35510793","-1.2139015","-0.5283502","0.8859512","2.1667397","-1.0374042","-0.88234967","0.45268533","0.28224117","-1.0602624","0.5334572","0.54678345","0.24441552","-1.4821411","0.42347732","-0.20708361","-0.67008996","0.29068962","0.16845736","-0.13071516","0.07282737","0.29249132","-0.21435358","-0.016360894"
"Propionibacteriaceae","-0.88946456","-0.02901549","-0.05928562","-0.1250565","-0.40127674","-2.7572553","-0.29359412","-0.40706217","0.14867933","-0.23948672","0.87299514","-0.1040322","-0.8920616","0.41080487","2.0940416","0.15300587","-0.9580382","4.569471","2.2836468","0.74255836","4.21859","-0.19196124","0.18779399","0.40457228","0.7989673","0.1977002","-0.08974619","-0.32148606","-0.52198786","-0.12595361","0.056145057","-1.1879338","2.724744","-0.20455231","4.6325235","1.1484927","-0.0013266149","-0.22027488","0.7202994","0.82657224","-0.22374499","1.1119533","1.853099","-0.30988306","0.3397344","-2.577429","3.1837423","-0.6563229","0.015517952","0.66212875","0.7527134","1.9497973","3.795737","0.42902362","3.025641","-0.70483786","-0.4129023","-3.3905764","0.33225334","0.52340573","-0.48633757","0.8999895","-2.1668136","0.84805447"
"Propionibacterium","-2.29326","0.0066599846","-0.0010175034","-0.030967424","-0.025368895","-0.0005325047","-0.07583454","-0.026206609","-0.10852223","0.011431218","0.060286418","0.022833347","0.017749397","-0.088433765","0.017914472","-0.07989175","0.029561557","-0.045394916","-0.046568528","0.04292509","-0.09328234","0.046501886","-0.002450218","-0.023452055","-0.006438474","0.0018893932","-0.010886277","0.0038647722","0.02451942","-0.01117821","-0.00087683526","-0.0037130131","0.0016594793","-0.012648469","-0.022280456","0.001067822","0.011881328","-0.008347053","-0.011089686","0.01682196","-0.003283016","0.0037238142","0.005013231","-0.0568312","-0.027384458","0.008158831","0.02882579","0.010815602","0.0067555215","0.03937161","-0.07319472","-0.025991851","-0.025561174","-0.080415174","-0.044920493","0.027467936","-0.056059748","-0.071812116","-0.06809889","-0.1610299","0.3228242","0.1755075","0.09098303","0.12950224"
"Propionibacterium acidifaciens","0.7216332","-0.023771504","-0.010737325","0.051130727","-0.86284035","-0.7935589","5.9878936","2.7326448","0.94978786","0.87415975","-0.031165108","0.4423813","0.17409173","-0.25236467","-0.26141742","-0.36250168","-0.167604","0.027791405","-0.12814151","0.088786066","0.0693976","0.08243335","-0.04781117","-0.004738849","0.14459932","-0.2762583","-0.019163812","-0.3998137","0.0701275","-0.016096164","0.020690933","-0.009708534","0.06677974","-0.3057061","-0.081495166","-0.17042312","0.036840986","-0.08637388","-0.18801722","0.09795997","0.11025737","-0.11340085","1.0342447","-0.10924523","0.09229539","0.41243425","0.2561256","-0.28961286","-0.043979477","-0.833274","-0.53681767","0.2682","0.05514835","0.10239059","0.029863698","0.18932949","-0.090699494","-0.23484947","-0.25472546","0.018259753","0.30476588","-0.60789746","0.6952541","2.0800862"
"Propionibacterium acnes","-2.278381","0.0061155534","0.013226956","0.052148856","-0.09753582","0.004228841","-0.021414794","-0.011101054","-0.009710657","0.008601053","0.007652716","-0.03400413","0.059580978","-0.104904614","0.052277435","-0.08532308","0.011018248","-0.038265835","-0.02421894","0.028057655","0.01218226","0.026378503","0.01165164","0.0015035785","0.023371775","0.079684414","-0.11163832","0.047799382","0.15331656","-0.06887821","-0.03533761","0.004278514","0.10617822","-0.235359","-0.07036662","0.018568724","0.053978104","-0.023325836","-0.06722338","0.07697148","0.06374888","-0.05641844","-0.06871558","0.017312428","0.037591513","-0.12857845","-0.0769349","0.010111806","0.2544164","-0.09744657","0.0629245","0.0084889615","-0.03859232","-0.042708214","-0.016192893","-0.10337806","-0.11153184","-0.05369127","-0.0034567358","-0.23224567","0.36089432","0.1798455","0.12012821","0.007912545"
"Propionibacterium avidum","0.72729564","0.026635129","0.0060130693","-0.08781191","0.2637141","6.1462264","0.58015233","0.5677049","-0.28889275","0.1036194","-0.06934173","0.13413829","-0.021087784","-0.24525614","-0.08238011","0.08672766","-0.23734197","-0.033255033","-0.23543881","-0.05398825","-0.009109078","-0.08800851","-0.09596795","0.06895738","-0.10630309","0.58091605","-0.6097389","-0.48854196","-0.1598779","-0.12211788","-0.12747619","-0.27946216","-0.26486006","-0.3601132","0.11831594","-0.8410492","-2.0817628","0.50365865","0.6462304","-1.7796003","1.738781","-0.008430274","-1.9226326","-0.4123542","0.7371346","3.1489012","0.6502672","2.2841923","1.8597692","0.05722832","0.38672617","-0.014740183","0.70406204","-0.088674255","0.8456866","0.068710506","-0.11584177","-0.24185549","0.19197655","0.41090623","0.13311629","-0.14931789","0.059100762","0.026713254"
"Propionibacterium freundenreichii subsp. shermanii JS","0.71284354","-0.0077613955","-0.03907048","-0.042472836","-0.10867893","-0.032999247","-0.003850759","-0.07735422","-0.035953134","0.009917087","0.0123898825","-0.11523959","0.070597805","-0.06373984","-0.09800064","-0.004617559","-0.099993624","-0.1408975","-0.12830052","-0.07379829","-0.05408905","0.00032778282","0.03298897","-0.014871005","0.024762781","-0.03644422","0.04193569","-0.10014426","0.025538389","-0.06969604","-0.06669885","-0.055164784","0.0038541001","0.017745856","-0.076523006","-0.014601378","-0.05891732","-0.28141844","-0.18316801","0.139443","-0.061272122","-0.03839457","-0.06848315","-0.04225404","-0.06191667","-0.0064864433","-0.053319428","-0.05296443","0.014146876","0.07594601","-0.21313523","-0.13922408","-0.091421805","-0.06416545","-0.040570736","0.08574904","0.097902745","-0.1836122","-0.059052944","0.050886385","-0.08391659","-0.04947888","-0.033133816","0.16822097"
"Propionibacterium granulosum","0.18851918","-0.0018281199","-0.041830063","0.087282315","-0.05563997","-0.036608513","-0.043390837","-0.0965887","-0.030844186","0.004526152","-0.087090075","0.036020454","0.13186224","-0.123404056","-0.030169483","0.088635795","-0.16436137","-0.1537934","-0.12822771","0.36047116","0.09375782","0.3693774","-0.010064897","-0.12629521","0.021487806","-0.03863246","0.037592478","-0.19879146","0.14072111","-0.14619674","-0.26416513","-0.20194551","-0.039175503","0.08914104","0.11039727","-0.21872444","-0.11570622","0.031155694","-0.09332969","0.5038468","0.063451216","-0.37619743","-0.21188986","0.368957","0.66379863","-0.989455","0.19019383","-0.34928244","1.1378824","0.30230325","-0.55570096","-0.24610059","0.42876825","1.8426785","-1.7130488","0.011005308","-1.6017665","-0.59499025","-0.079110734","3.1711419","12.517418","5.125085","2.9998581","0.7065132"
"Propionibacterium humerusii","0.7114063","-0.007492357","-0.035744164","-0.048135653","-0.116619825","-0.028745782","-0.0010742221","-0.064557","-0.055916805","0.019626893","0.08322305","-0.21162108","0.04820315","0.023417547","-0.06230429","-0.09198495","-0.13127746","-0.011029232","-0.11843625","-0.36923987","-0.05854189","-0.1384155","-0.04043302","0.110184036","0.023978334","-0.06010147","-0.014154849","-0.084613875","-0.0068548573","-0.010175816","-0.026186075","0.025597462","-0.0885503","-0.022421708","-0.20024271","0.030365227","0.14661667","-0.07408323","-0.06668193","0.08792305","-0.10611286","0.17376432","0.11130289","-0.3429663","-0.42569974","0.42764732","0.37081218","0.25096196","-0.6441267","-0.03912669","0.18506762","-0.07488276","-0.2697863","-1.4629204","0.8920185","0.3544479","0.5732064","0.03634757","-0.51177466","-1.8780271","-4.102888","-0.76470584","-1.1917063","-1.214404"
"Propionicimonas","0.18923604","0.00019922736","0.007813887","0.19177514","-0.1376125","0.18972516","0.15660997","0.04551156","0.20822261","0.36600766","3.6421692","-4.3131814","0.56705296","3.0649502","0.94126666","-0.9895144","0.4588306","-0.33947018","-0.3739428","-0.014758817","-0.69381106","0.73419017","-0.14381017","-0.023433585","0.16786256","-0.5881132","-0.12834013","-0.74056864","0.06501509","-0.08366329","-0.20633635","-0.17652817","-0.5135979","-0.64598167","-0.13257428","-1.3402257","5.8675175","8.130698","3.1655748","-1.2322942","0.7113366","-0.05822638","0.15246692","0.29740193","0.25677243","0.23305094","0.33603466","-0.33385172","0.0016772989","0.29114395","0.29437837","0.19331843","0.04025131","0.11752619","-0.16691466","-0.13442743","-0.45604777","0.12290266","0.20046592","0.049743507","-0.11737966","0.32486954","0.07884077","0.2560837"
"Propionimicrobium","0.71797097","0.0012847452","-0.05000082","-0.0649554","-0.12139875","-0.029014831","-0.08706365","-0.13373588","-0.06287059","-0.03616349","-0.014243473","-0.111022644","0.032024566","-0.045254596","-0.17748047","0.041518744","-0.09475429","-0.181361","-0.13222933","-0.007211324","-0.010858653","0.43771604","-0.031865727","-0.11265908","0.013593328","0.04306288","0.060344804","-0.35984766","0.04520317","-0.2038832","-0.19702856","-0.27868477","0.21278861","-0.012223713","0.20030588","-0.096957736","0.15722397","-0.13564426","-0.23973903","0.108146794","-0.16544674","-0.067417055","-0.043313626","0.13377161","0.11662752","-0.038483646","-0.30283526","-0.2895426","-0.22983816","-0.20535213","-0.3398128","-0.6823488","0.20962226","0.5259748","-0.13094892","0.6867232","0.22191824","-0.7159246","-0.1017639","-0.8301377","-0.053832326","0.5986767","-0.27794188","2.7215643"
"Propionimicrobium lymphophilum","0.7202402","-0.009112139","0.016715089","-0.06341057","-0.09791117","-0.045184053","0.0028260348","-0.09813965","-0.054613203","0.007942876","0.031591874","-0.1527861","0.14077348","-0.07057113","-0.12201973","-0.027660504","-0.14291446","-0.1229648","-0.09096814","-0.16985399","-0.071723014","0.050583873","-0.22026253","-0.08516708","-0.0621994","-0.008503758","-0.04294701","-0.36241576","-0.0023934273","-0.16266683","-0.27815473","-0.2066902","-0.22772002","-0.15441306","0.09282474","-0.19613215","0.58112985","-0.30788192","-0.51015043","0.6060411","-0.050169006","0.091106646","-0.73689926","-0.79286426","-5.9047666","-1.4024702","-3.8105044","-1.5449147","7.7205677","-1.6502086","3.4723988","1.6664085","0.10276999","0.1845328","0.24063657","-0.94359374","-2.7437856","0.41505265","0.28512225","-1.3637462","-0.64389455","0.31125483","-0.106749795","-1.7232865"
"Proteiniclasticum","0.71532494","-0.008173601","-0.04252055","-0.02161176","-0.122644216","-0.028036715","0.044375777","-0.1913825","-0.05032613","0.01951818","-0.0016061441","-0.12667327","0.08754495","-0.06707853","-0.12538818","-0.053667843","-0.09215505","-0.09209804","-0.13162552","-0.069773324","-0.15612566","0.07155798","-0.047906734","-0.016867122","0.06013516","-0.054383744","0.058119293","-0.14019437","0.051198345","-0.09601429","-0.11913939","-0.06250959","-0.07953448","-0.036163133","-0.028759532","-0.06888477","0.14056453","-0.10131269","-0.13365804","0.12193384","-0.026284385","-0.038108706","-0.09744963","-0.06441148","-0.1057973","0.023766829","-0.14173031","-0.06481049","-0.034059748","0.03299996","-0.29877383","-0.24697253","-0.15919988","-0.13118228","-0.08131837","0.08238395","0.29942384","-0.44044587","-0.0955069","0.1530008","-0.24982809","-0.21315058","-0.039631777","0.39659202"
"Proteobacteria","-2.3246691","0.0066017","0.0013049968","0.021585027","-0.012908381","-0.0023919342","-0.010444445","0.0017914325","-0.009121862","0.012168542","-0.0031554454","-0.017918777","-0.004729099","-0.014259339","-0.011841047","-0.020436132","0.003680661","-0.0053574997","-0.016716164","0.0020670118","-0.006854594","-0.0036666256","0.0035008623","-0.006494504","0.004002959","-0.009962029","-0.0041659563","0.021283263","0.0074688727","0.013231508","0.008251271","0.017303353","0.0014971365","0.013920329","-0.019494036","0.02279998","0.025619842","-0.0077379285","0.0014551964","0.020736348","0.0023295798","0.005066904","-0.018676748","-0.0064695147","-0.010826831","-0.0068269502","-0.034290113","0.018257096","0.0024458067","0.010536794","-0.025143737","-0.034681734","0.0041956333","-0.023096351","0.0143396845","0.008564877","0.009322735","-0.026131494","0.012713129","0.0050181095","0.001564156","-0.012347388","-0.006740815","0.023168739"
