"microbe","disease","sign","effect"
"Faecalibacterium","metabolic syndrome","1","increase"
"Faecalibacterium","multiple sclerosis","-1","decrease"
"Faecalibacterium","non-HBV non-HCV related hepatocellular carcinoma","-1","decrease"
"Faecalibacterium","obesity","-1","decrease"
"Faecalibacterium","type 2 diabetes","-1","decrease"
"Faecalibacterium","ulcerative colitis","1","increase"
"Faecalibacterium prausnitzi","Irritable Bowel Syndrome","-1","decrease"
"Faecalibacterium prausnitzii","Aerobic vaginitis","1","increase"
"Faecalibacterium prausnitzii","Allergic asthma","-1","decrease"
"Faecalibacterium prausnitzii","Asthma","-1","decrease"
"Faecalibacterium prausnitzii","Atherosclerosis","-1","decrease"
"Faecalibacterium prausnitzii","Atopic dermatitis","1","increase"
"Faecalibacterium prausnitzii","Atopy","-1","decrease"
"Faecalibacterium prausnitzii","Attention Deficit Hyperactivity Disorder","-1","decrease"
"Faecalibacterium prausnitzii","Autism","-1","decrease"
"Faecalibacterium prausnitzii","Autism spectrum disorders","1","increase"
"Faecalibacterium prausnitzii","Celiac Disease, Coaliac disease","-1","decrease"
"Faecalibacterium prausnitzii","Cholestasis","-1","decrease"
"Faecalibacterium prausnitzii","Chronic kidney disease","-1","decrease"
"Faecalibacterium prausnitzii","Cirrhosis","-1","decrease"
"Faecalibacterium prausnitzii","Clostridium difficile infection","-1","decrease"
"Faecalibacterium prausnitzii","Coeliac disease","-1","decrease"
"Faecalibacterium prausnitzii","Colon polyps","1","increase"
"Faecalibacterium prausnitzii","Covid-19","-1","decrease"
"Faecalibacterium prausnitzii","Crohn disease","-1","decrease"
"Faecalibacterium prausnitzii","Crohn's disease","-1","decrease"
"Faecalibacterium prausnitzii","Crohn's disease(CD)","-1","decrease"
"Faecalibacterium prausnitzii","Crohns disease","-1","decrease"
"Faecalibacterium prausnitzii","Familial adenomatous polyposis","1","increase"
"Faecalibacterium prausnitzii","Fatigue","-1","decrease"
"Faecalibacterium prausnitzii","Fibromyalgia","-1","decrease"
"Faecalibacterium prausnitzii","Frailty","-1","decrease"
"Faecalibacterium prausnitzii","HBV cirrhosis","-1","decrease"
"Faecalibacterium prausnitzii","Heart failure","-1","decrease"
"Faecalibacterium prausnitzii","Hepatitis B","-1","decrease"
"Faecalibacterium prausnitzii","Human end-stage renal disease","-1","decrease"
"Faecalibacterium prausnitzii","Hyperlipidemia","-1","decrease"
"Faecalibacterium prausnitzii","Idiopathic nephrotic syndrome","1","increase"
"Faecalibacterium prausnitzii","Inactive Crohn's Disease","-1","decrease"
"Faecalibacterium prausnitzii","Infective colitis","-1","decrease"
"Faecalibacterium prausnitzii","Juvenile idiopathic arthritis","1","increase"
"Faecalibacterium prausnitzii","Keratitis","-1","decrease"
"Faecalibacterium prausnitzii","Liver cirrhosis","-1","decrease"
"Faecalibacterium prausnitzii","Liver transplant","-1","decrease"
"Faecalibacterium prausnitzii","Lung cancer","-1","decrease"
"Faecalibacterium prausnitzii","Metabolic syndrome","-1","decrease"
"Faecalibacterium prausnitzii","Migraine","-1","decrease"
"Faecalibacterium prausnitzii","Multiple Sclerosis","-1","decrease"
"Faecalibacterium prausnitzii","Myasthenia gravis","-1","decrease"
"Faecalibacterium prausnitzii","Non-alcoholic fatty liver disease","-1","decrease"
"Faecalibacterium prausnitzii","Normal weight obesity","-1","decrease"
"Faecalibacterium prausnitzii","Opisthorchis felineus infection","1","increase"
"Faecalibacterium prausnitzii","Pancreatitis","-1","decrease"
"Faecalibacterium prausnitzii","Parkinson's Disease","-1","decrease"
"Faecalibacterium prausnitzii","Pervasive developmental disorder NOS","1","increase"
"Faecalibacterium prausnitzii","Primary sclerosing cholangitis","-1","decrease"
"Faecalibacterium prausnitzii","Primary sclerosing cholangitis-IBD","-1","decrease"
"Faecalibacterium prausnitzii","Psoriasis","-1","decrease"
"Faecalibacterium prausnitzii","Pulmonary tubercolosis","1","increase"
"Faecalibacterium prausnitzii","Spondyloarthritis","-1","decrease"
"Faecalibacterium prausnitzii","Systemic lupus erythematosus","-1","decrease"
"Faecalibacterium prausnitzii","Type 1 Diabetes","-1","decrease"
"Faecalibacterium prausnitzii","breast cancer","1","increase"
"Faecalibacterium prausnitzii","cardiovascular disease","-1","decrease"
"Faecalibacterium prausnitzii","cardiovascular diseases","-1","decrease"
"Faecalibacterium prausnitzii","cognitive decline","-1","decrease"
"Faecalibacterium prausnitzii","colorectal cancer","-1","decrease"
"Faecalibacterium prausnitzii","cystic fibrosis","-1","decrease"
"Faecalibacterium prausnitzii","diabetes","-1","decrease"
"Faecalibacterium prausnitzii","eczema","1","increase"
"Faecalibacterium prausnitzii","fungal Keratitis","-1","decrease"
"Faecalibacterium prausnitzii","infectious colitis","-1","decrease"
"Faecalibacterium prausnitzii","inflammatory bowel disease","-1","decrease"
"Faecalibacterium prausnitzii","irritable bowel syndrome","-1","decrease"
"Faecalibacterium prausnitzii","obesity","-1","decrease"
"Faecalibacterium prausnitzii","prostate cancer","-1","decrease"
"Faecalibacterium prausnitzii","severe acute malnutrition","-1","decrease"
"Faecalibacterium prausnitzii","type 2 diabetes","-1","decrease"
"Faecalibacterium prausnitzii","ulcerative colitis","-1","decrease"
"Faecalibacterium prausnitzii-like Butyrate-producing bacterium L2-6","Ulcerative colitis","1","increase"
"Faecalibacterium spp","Post-finasteride syndrome","-1","decrease"
"Faecalibacterium spp","type 2 diabetes mellitus","-1","decrease"
"Faecalicoccus","Crohn's disease","1","increase"
"Faecalicoccus","Multiple Sclerosis","1","increase"
"Faecalicoccus","Rheumatoid Arthritis","1","increase"
"Faecalicoccus","Ulcerative Colitis","1","increase"
"Faecalitalea","Irritable Bowel Syndrome","1","increase"
"Faecalitalea","type 1 diabetes","1","increase"
"Fastidiospila","Non-alcoholic fatty liver disease","-1","decrease"
"Feacalibacterium prausnitzii","Autism Spectrum Disorders","-1","decrease"
"Fecalibacterium","diarrhea-predominant irritable bowel syndrome","-1","decrease"
"Ferribacter thermoautotrophicus","Cystic Fibrosis","1","increase"
"Fibrobacter succinogenes","Oral potentially malignant disorder","1","increase"
"Filifactor","Aggressive periodontitis","1","increase"
"Filifactor","Asthma","-1","decrease"
"Filifactor","Azoospermia","1","increase"
"Filifactor","Behcet's Disease","-1","decrease"
"Filifactor","Caries","-1","decrease"
"Filifactor","Chronic Obstructive Pulmonary Disease","-1","decrease"
"Filifactor","Cirrhosis","1","increase"
"Filifactor","H7N9","1","increase"
"Filifactor","Hepatitis B","1","increase"
"Filifactor","Neisseria gonorrhoeae infection","1","increase"
"Filifactor","Pancreatic head cancer","1","increase"
"Filifactor","Type 2 Diabetes","-1","decrease"
"Filifactor","oral squamous cell carcinoma","1","increase"
"Filifactor","periodontitis","1","increase"
"Filifactor alocis","Aggressive periodontitis","-1","decrease"
"Filifactor alocis","Edentulism","-1","decrease"
"Filifactor alocis","Oral squamous cell carcinoma","1","increase"
"Filifactor alocis","Periodontal abscess","1","increase"
"Filifactor alocis","Periodontal disease","1","increase"
"Filifactor alocis","Smoking","1","increase"
"Filifactor alocis","periodontitis","1","increase"
"Filobasidium","Dandruff","1","increase"
"Filobasidium floriforme","Dandruff","1","increase"
"Filobasidium stepposum","Caries","-1","decrease"
"Filobasidium uniguttulatum","Crohns disease","-1","decrease"
"Finegoldia","Aerobic vaginitis","1","increase"
"Finegoldia","Chronic Rhinosinusitis with asthma","-1","decrease"
"Finegoldia","Chronic Rhinosinusitis with cystic fibrosis","1","increase"
"Finegoldia","Crohn's Disease","1","increase"
"Finegoldia","HIV infection","1","increase"
"Finegoldia","Kidney stone","-1","decrease"
"Finegoldia","Macular degeneration","1","increase"
"Finegoldia","Overactive bladder","-1","decrease"
"Finegoldia","Polycystic Ovary Syndrome","1","increase"
"Finegoldia","Psoriasis","1","increase"
"Finegoldia","Type 2 Diabetes","1","increase"
"Finegoldia magna","Aerobic vaginitis","1","increase"
"Finegoldia magna","Pregnancy","-1","decrease"
"Firmicutes","Alopecia areata","1","increase"
"Firmicutes","Alzheimer's disease","-1","decrease"
"Firmicutes","Atrial fibrillation","1","increase"
"Firmicutes","Bacterial Vaginosis","-1","decrease"
"Firmicutes","Barrett's oesophagus","1","increase"
"Firmicutes","Botulism","-1","decrease"
"Firmicutes","Bullous pemphigoid","1","increase"
"Firmicutes","COPD Exacerbation","-1","decrease"
"Firmicutes","Celiac Disease, Coaliac disease","-1","decrease"
"Firmicutes","Clostridium difficile associated disease","1","increase"
"Firmicutes","Clostridium difficile infection","-1","decrease"
"Firmicutes","Clostridium difficile infection(CDI)","-1","decrease"
"Firmicutes","Colon adenomas","-1","decrease"
"Firmicutes","Colorectal cancer","-1","decrease"
"Firmicutes","Crohn's disease","-1","decrease"
"Firmicutes","Crohn's disease(CD)","-1","decrease"
"Firmicutes","Crohns disease","-1","decrease"
"Firmicutes","Cystic Fibrosis","-1","decrease"
"Firmicutes","Diabetes mellitus type 2","-1","decrease"
"Firmicutes","Graft-versus-host-disease","1","increase"
"Firmicutes","HIV infection","1","increase"
"Firmicutes","HIV-infected pneumonia","1","increase"
"Firmicutes","Helicobacter pylori infection","-1","decrease"
"Firmicutes","Hirschsprung-associated enterocolitis","-1","decrease"
"Firmicutes","Irritable bowel syndrome","1","increase"
"Firmicutes","Juvenile idiopathic arthritis","-1","decrease"
"Firmicutes","Multiple Sclerosis","-1","decrease"
"Firmicutes","Otitis Media","1","increase"
"Firmicutes","Parkinson's disease","-1","decrease"
"Firmicutes","Preeclamsia","-1","decrease"
"Firmicutes","Pulmonary Arterial Hypertension","1","increase"
"Firmicutes","Sarcopenia","-1","decrease"
"Firmicutes","Systemic Lupus Erythematosus","-1","decrease"
"Firmicutes","Type 1 diabetes","-1","decrease"
"Firmicutes","Type 2 diabetes","-1","decrease"
"Firmicutes","Wilson's disease","1","increase"
"Firmicutes","acne vulgaris","-1","decrease"
"Firmicutes","acute pancreatitis","-1","decrease"
"Firmicutes","age-related microbiota changes","-1","decrease"
"Firmicutes","atherosclerosis","1","increase"
"Firmicutes","breast cancer","-1","decrease"
"Firmicutes","celiac disease","-1","decrease"
"Firmicutes","cervical cancer","-1","decrease"
"Firmicutes","chronic HIV infection","1","increase"
"Firmicutes","colonic inflammation","-1","decrease"
"Firmicutes","colorectal adenoma","1","increase"
"Firmicutes","colorectal carcinoma","-1","decrease"
"Firmicutes","constipation","1","increase"
"Firmicutes","coronary heart disease","1","increase"
"Firmicutes","depression","-1","decrease"
"Firmicutes","end stage renal disease","-1","decrease"
"Firmicutes","endometrial cancer","1","increase"
"Firmicutes","familial Mediterranean fever","-1","decrease"
"Firmicutes","gut microbiota dysbiosis","-1","decrease"
"Firmicutes","heavy metal exposure","1","increase"
"Firmicutes","hepatic lipid metabolism disorder","1","increase"
"Firmicutes","hepatic toxicity","-1","decrease"
"Firmicutes","hyperglycemia","1","increase"
"Firmicutes","inflammatory bowel disease","-1","decrease"
"Firmicutes","inflammatory bowel diseases","1","increase"
"Firmicutes","insulin resistance","1","increase"
"Firmicutes","intestinal microbiota dysbiosis","1","increase"
"Firmicutes","lung cancer","1","increase"
"Firmicutes","major depressive disorder","-1","decrease"
"Firmicutes","metabolic disorder","-1","decrease"
"Firmicutes","myalgic encephalomyelitis/chronic fatigue syndrome","-1","decrease"
"Firmicutes","necrotising enterocolitis","1","increase"
"Firmicutes","necrotizing enterocolitis","-1","decrease"
"Firmicutes","obesity","-1","decrease"
"Firmicutes","oesophageal squamous cell carcinoma","1","increase"
"Firmicutes","oral cancer","-1","decrease"
"Firmicutes","oral squamous cell carcinoma","-1","decrease"
"Firmicutes","oral tongue cancer","1","increase"
"Firmicutes","osmotic diarrhea","-1","decrease"
"Firmicutes","ovarian carcinoma","-1","decrease"
"Firmicutes","pediatric multiple sclerosis","1","increase"
"Firmicutes","pediatric obesity","1","increase"
"Firmicutes","preterm infant gut dysbiosis","1","increase"
"Firmicutes","primary liver cancer","-1","decrease"
"Firmicutes","protein-energy undernutrition","1","increase"
"Firmicutes","psoriasis","1","increase"
"Firmicutes","reactive hypoglycemia","-1","decrease"
"Firmicutes","sepsis","-1","decrease"
"Firmicutes","type 1 diabetes mellitus","-1","decrease"
"Firmicutes","type 2 diabetes mellitus","-1","decrease"
"Firmicutes","ulcerative colitis","-1","decrease"
"Firmicutes Cluster 1","colorectal cancer","-1","decrease"
"Firmicutes Cluster 2","colorectal cancer","1","increase"
"Firmicutes bacterium EG14","Type 1 diabetes","1","increase"
"Firmicutes str. C29","Type 1 diabetes","-1","decrease"
"Flavisolibacter","Psoriasis","-1","decrease"
"Flavobacteriaceae","Cirrhosis","1","increase"
"Flavobacteriaceae","Myasthenia gravis","-1","decrease"
"Flavobacteriaceae","Parkinson's Disease","-1","decrease"
"Flavobacterium","Alcoholic hepatitis","-1","decrease"
"Flavobacterium","Clostridium difficile infection","-1","decrease"
"Flavobacterium","Colorectal cancer","-1","decrease"
"Flavobacterium","Constipation","1","increase"
"Flavobacterium","Crohn's Disease","1","increase"
"Flavobacterium","Crohns disease","1","increase"
"Flavobacterium","Cutaneous burn","1","increase"
"Flavobacterium","Cystic Fibrosis","-1","decrease"
"Flavobacterium","Endometriosis","1","increase"
"Flavobacterium","Intestinal metaplasia","1","increase"
"Flavobacterium","Multiple Sclerosis","-1","decrease"
"Flavobacterium","Neuromyelitis optica","1","increase"
"Flavobacterium","Obesity","-1","decrease"
"Flavobacterium","Pancreatitis","-1","decrease"
"Flavobacterium","Psoriasis","1","increase"
"Flavonifractor","Asthma","1","increase"
"Flavonifractor","Atrial fibrillation","-1","decrease"
"Flavonifractor","Autism spectrum disorders","-1","decrease"
"Flavonifractor","Bipolar disorder","1","increase"
"Flavonifractor","Chronic kidney disease","1","increase"
"Flavonifractor","Coronary artery disease","-1","decrease"
"Flavonifractor","HIV infection","-1","decrease"
"Flavonifractor","Idiopathic REM Sleep Behavior Disorder","1","increase"
"Flavonifractor","Infantile eczema","1","increase"
"Flavonifractor","Neuromyelitis optica","1","increase"
"Flavonifractor","Non-alcoholic fatty liver disease","-1","decrease"
"Flavonifractor","Pancreatic cancer","-1","decrease"
"Flavonifractor","Pemphigus vulgaris","-1","decrease"
"Flavonifractor","Schizophrenia","1","increase"
"Flavonifractor","Short Bowel Syndrome","-1","decrease"
"Flavonifractor","Systemic lupus erythematosus","1","increase"
"Flavonifractor","Type 2 diabetes","-1","decrease"
"Flavonifractor plautii","Alopecia universalis","-1","decrease"
"Flavonifractor plautii","Ankylosing spondylitis","1","increase"
"Flavonifractor plautii","Autism","1","increase"
"Flavonifractor plautii","Cholestasis","-1","decrease"
"Flavonifractor plautii","Crohn's Disease","-1","decrease"
"Flavonifractor plautii","Fibromyalgia","1","increase"
"Flavonifractor plautii","Human end-stage renal disease","1","increase"
"Flavonifractor plautii","Irritable Bowel Syndrome","1","increase"
"Flavonifractor plautii","Migraine","1","increase"
"Flavonifractor plautii","Ulcerative Colitis","1","increase"
"Flexilinea","Periodontal abscess","-1","decrease"
"Fluviicola","Cystic Fibrosis","-1","decrease"
"Fluviicola","Obstructive sleep apnea-hypopnea syndrome","-1","decrease"
"Fournierella","Coronary artery disease","-1","decrease"
"Fretibacterium","Aggressive periodontitis","1","increase"
"Fretibacterium","Caries","-1","decrease"
"Fretibacterium","Neisseria gonorrhoeae infection","1","increase"
"Fretibacterium","Sjögren Syndrome","-1","decrease"
"Fretibacterium","periodontitis","1","increase"
"Fretibacterium fastidiosum","Autoimmune polyendocrine syndrome type 1","-1","decrease"
"Fretibacterium fastidiosum","Periodontal disease","1","increase"
"Fretibacterium fastidiosum","Psoriasis","1","increase"
"Fretibacterium fastidiosum","Smoking","1","increase"
"Fretibacterium fastidiosum","Systemic lupus erythematosus","1","increase"
"Fretibacterium fastidiosum","periodontitis","1","increase"
"Frigoribacterium","Asthma","1","increase"
"Fromanvirus","Colorectal cancer","1","increase"
"Fucophilus fucoidanolyticus","Cystic Fibrosis","-1","decrease"
"Fusarium","Cystic fibrosis exacerbation","-1","decrease"
"Fusarium solani","Uveitits","-1","decrease"
"Fusibacter","Irritable Bowel Syndrome","-1","decrease"
"Fusibacter","Stevens-Johnson syndrome","-1","decrease"
"Fusicatenibacter","Acne","-1","decrease"
"Fusicatenibacter","Acute fatty liver","-1","decrease"
"Fusicatenibacter","Acute lymphoblastic leukemia","-1","decrease"
"Fusicatenibacter","Autism spectrum disorders","-1","decrease"
"Fusicatenibacter","Constipation","-1","decrease"
"Fusicatenibacter","Coronary artery disease","-1","decrease"
"Fusicatenibacter","Covid-19","-1","decrease"
"Fusicatenibacter","Excessive vomiting","-1","decrease"
"Fusicatenibacter","Frailty","-1","decrease"
"Fusicatenibacter","Graves' orbitopathy","-1","decrease"
"Fusicatenibacter","H1N1 Influenza","-1","decrease"
"Fusicatenibacter","Hashimoto's thyroiditis","1","increase"
"Fusicatenibacter","Kidney stone","-1","decrease"
"Fusicatenibacter","Nephrolithiasis","-1","decrease"
"Fusicatenibacter","Neuromyelitis optica","-1","decrease"
"Fusicatenibacter","Obstructive sleep apnea-hypopnea syndrome","-1","decrease"
"Fusicatenibacter","Schizophrenia","-1","decrease"
"Fusicatenibacter","Short Bowel Syndrome","-1","decrease"
"Fusicatenibacter saccharivorans","ulcerative colitis","-1","decrease"
"Fusobacteria","Bacterial Vaginosis","1","increase"
"Fusobacteria","Celiac Disease, Coaliac disease","-1","decrease"
"Fusobacteria","Chronic mucocutaneous candidiasis","-1","decrease"
"Fusobacteria","Cirrhosis","-1","decrease"
"Fusobacteria","Coronary Heart Disease","1","increase"
"Fusobacteria","Crohn's disease","-1","decrease"
"Fusobacteria","Crohns disease","1","increase"
"Fusobacteria","HIV infection","1","increase"
"Fusobacteria","Helicobacter pylori infection","-1","decrease"
"Fusobacteria","Hyper IgE syndrome","-1","decrease"
"Fusobacteria","Idiopathic infertility","-1","decrease"
"Fusobacteria","Liver cirrhosis","1","increase"
"Fusobacteria","Multiple Sclerosis","-1","decrease"
"Fusobacteria","Polycystic Ovary Syndrome","1","increase"
"Fusobacteria","Sepsis","1","increase"
"Fusobacteria","Type 1 diabetes","-1","decrease"
"Fusobacteria","Ulcerative Colitis","-1","decrease"
"Fusobacteria","Wilson's disease","1","increase"
"Fusobacteria","colorectal cancer","1","increase"
"Fusobacteria","lung cancer","-1","decrease"
"Fusobacteria","major depressive disorder","1","increase"
"Fusobacteria","non-alcoholic fatty liver disease","1","increase"
"Fusobacteria","obesity","1","increase"
"Fusobacteria","oral tongue cancer","-1","decrease"
"Fusobacteria","pancreatic cancer","-1","decrease"
"Fusobacteria","pediatric multiple sclerosis","-1","decrease"
"Fusobacteriaceae","Cirrhosis","1","increase"
"Fusobacteriaceae","Crohn's disease(CD)","1","increase"
"Fusobacteriaceae","HIV infection","1","increase"
"Fusobacteriaceae","Hepatic encephalopathy","-1","decrease"
"Fusobacteriaceae","Keratitis","1","increase"
"Fusobacteriaceae","Liver cirrhosis","1","increase"
"Fusobacteriaceae","Liver fibrosis","1","increase"
"Fusobacteriaceae","Lung cancer","1","increase"
"Fusobacteriaceae","fungal Keratitis","1","increase"
"Fusobacteriales","Alcoholic hepatitis","1","increase"
"Fusobacteriia","colorectal cancer","1","increase"
"Fusobacterium","Ankylosing spondylitis","-1","decrease"
"Fusobacterium","Anti-N-methyl-D-aspartate receptor encephalitis","1","increase"
"Fusobacterium","Appendicitis","1","increase"
"Fusobacterium","Asthma","-1","decrease"
"Fusobacterium","Attention Deficit Hyperactivity Disorder","1","increase"
"Fusobacterium","Autism","-1","decrease"
"Fusobacterium","Autism spectrum disorders","-1","decrease"
"Fusobacterium","Barrett's oesophagus","1","increase"
"Fusobacterium","Behcet's Disease","1","increase"
"Fusobacterium","Bladder cancer","1","increase"
"Fusobacterium","Bleeding gum","1","increase"
"Fusobacterium","Cardiac valve calcification","1","increase"
"Fusobacterium","Caries","-1","decrease"
"Fusobacterium","Chagas' disease","1","increase"
"Fusobacterium","Chronic Obstructive Pulmonary Disease","1","increase"
"Fusobacterium","Chronic Rhinosinusitis","1","increase"
"Fusobacterium","Chronic alcoholic pancreatitis","-1","decrease"
"Fusobacterium","Cirrhosis","1","increase"
"Fusobacterium","Cognitive impairment","1","increase"
"Fusobacterium","Colon adenomas","1","increase"
"Fusobacterium","Colon polyps","-1","decrease"
"Fusobacterium","Crohn's disease","1","increase"
"Fusobacterium","Crohns disease","1","increase"
"Fusobacterium","Cystic Fibrosis","-1","decrease"
"Fusobacterium","Denture Stomatitis","1","increase"
"Fusobacterium","Drug-resistant Epilepsy","1","increase"
"Fusobacterium","Gastric carcinoma","1","increase"
"Fusobacterium","Generalized anxiety disorder","1","increase"
"Fusobacterium","H7N9","1","increase"
"Fusobacterium","HIV infection","-1","decrease"
"Fusobacterium","Head/Neck cancer","-1","decrease"
"Fusobacterium","Heart failure","1","increase"
"Fusobacterium","Helicobacter pylori infection","-1","decrease"
"Fusobacterium","Hepatitis B","1","increase"
"Fusobacterium","Hepatocellular cancer","1","increase"
"Fusobacterium","Human end-stage renal disease","1","increase"
"Fusobacterium","Hypertension","1","increase"
"Fusobacterium","Influenza A","-1","decrease"
"Fusobacterium","Invasive colorectal cancer","1","increase"
"Fusobacterium","Irritable Bowel Syndrome","-1","decrease"
"Fusobacterium","Laryngeal Squamous Cell Carcinoma","1","increase"
"Fusobacterium","Liver cirrhosis","1","increase"
"Fusobacterium","Macular degeneration","-1","decrease"
"Fusobacterium","Obesity","-1","decrease"
"Fusobacterium","Obstructive sleep apnea-hypopnea syndrome","1","increase"
"Fusobacterium","Oral cancer","1","increase"
"Fusobacterium","Oral lichen planus","1","increase"
"Fusobacterium","Otitis Media","1","increase"
"Fusobacterium","Overactive bladder","-1","decrease"
"Fusobacterium","Pancreatic head cancer","1","increase"
"Fusobacterium","Periodontal","1","increase"
"Fusobacterium","Pervasive developmental disorder NOS","-1","decrease"
"Fusobacterium","Preeclamsia","1","increase"
"Fusobacterium","Primary sclerosing cholangitis","1","increase"
"Fusobacterium","Primary sclerosing cholangitis-IBD","1","increase"
"Fusobacterium","Reflux esophagitis","1","increase"
"Fusobacterium","Rheumatoid Arthritis","1","increase"
"Fusobacterium","Sarcopenia","-1","decrease"
"Fusobacterium","Schizophrenia","-1","decrease"
"Fusobacterium","Severe congenital neutropenia","-1","decrease"
"Fusobacterium","Short Bowel Syndrome","1","increase"
"Fusobacterium","Sjögren Syndrome","-1","decrease"
"Fusobacterium","Smoking","1","increase"
"Fusobacterium","Stevens-Johnson syndrome","1","increase"
"Fusobacterium","Systemic lupus erythematosus","1","increase"
"Fusobacterium","Systemic sclerosis","1","increase"
"Fusobacterium","Tongue cancer","-1","decrease"
"Fusobacterium","Trichomonas vaginalis infection","1","increase"
"Fusobacterium","Type 1 diabetes","-1","decrease"
"Fusobacterium","Type 2 Diabetes","-1","decrease"
"Fusobacterium","Urogenital Schistosomiasis","1","increase"
"Fusobacterium","X-linked inhibitor of apoptosis deficiency","1","increase"
"Fusobacterium","breast cancer","1","increase"
"Fusobacterium","colon cancer","1","increase"
"Fusobacterium","colorectal cancer","1","increase"
"Fusobacterium","colorectal carcinoma","1","increase"
"Fusobacterium","gastric cancer","1","increase"
"Fusobacterium","head and neck squamous cell carcinoma","1","increase"
"Fusobacterium","inflammatory bowel disease","1","increase"
"Fusobacterium","laryngeal carcinoma","1","increase"
"Fusobacterium","liver carcinoma","1","increase"
"Fusobacterium","oesophageal squamous cell carcinoma","-1","decrease"
"Fusobacterium","oral squamous cell carcinoma","1","increase"
"Fusobacterium","primary biliary cholangitis","-1","decrease"
"Fusobacterium canifelinum","Smoking","-1","decrease"
"Fusobacterium mortiferum","Behcet's Disease","-1","decrease"
"Fusobacterium mortiferum","Myasthenia gravis","1","increase"
"Fusobacterium mortiferum","Obesity","-1","decrease"
"Fusobacterium mortiferum","infectious diarrhea","1","increase"
"Fusobacterium naviforme","Oral cancer","1","increase"
"Fusobacterium necrophorum","Appendicitis","1","increase"
"Fusobacterium necrophorum","Recurrent tonsillitis","1","increase"
"Fusobacterium nucleatum","Aggressive periodontitis","-1","decrease"
"Fusobacterium nucleatum","Appendicitis","1","increase"
"Fusobacterium nucleatum","Autoimmune polyendocrine syndrome type 1","1","increase"
"Fusobacterium nucleatum","Bacterial vaginosis","1","increase"
"Fusobacterium nucleatum","Colon adenomas","-1","decrease"
"Fusobacterium nucleatum","Crohn's Disease","1","increase"
"Fusobacterium nucleatum","E-smoking","1","increase"
"Fusobacterium nucleatum","Esophageal cancer","-1","decrease"
"Fusobacterium nucleatum","Invasive colorectal cancer","1","increase"
"Fusobacterium nucleatum","Obesity","1","increase"
"Fusobacterium nucleatum","Oral leukoplakia","1","increase"
"Fusobacterium nucleatum","Oral lichen planus","1","increase"
"Fusobacterium nucleatum","Oral potentially malignant disorder","1","increase"
"Fusobacterium nucleatum","Periodontal disease","1","increase"
"Fusobacterium nucleatum","Recurrent tonsillitis","-1","decrease"
"Fusobacterium nucleatum","Sicca syndrome","1","increase"
"Fusobacterium nucleatum","Sjögren Syndrome","1","increase"
"Fusobacterium nucleatum","Smoking","1","increase"
"Fusobacterium nucleatum","Tongue cancer","1","increase"
"Fusobacterium nucleatum","Type 2 Diabetes","1","increase"
"Fusobacterium nucleatum","Ulcerative Colitis","1","increase"
"Fusobacterium nucleatum","bladder cancer","1","increase"
"Fusobacterium nucleatum","colon cancer","1","increase"
"Fusobacterium nucleatum","colorectal cancer","1","increase"
"Fusobacterium nucleatum","colorectal carcinoma","1","increase"
"Fusobacterium nucleatum","gastric cancer","1","increase"
"Fusobacterium nucleatum","oral cancer","1","increase"
"Fusobacterium nucleatum","oral squamous cell carcinoma","1","increase"
"Fusobacterium nucleatum","pancreatic cancer","1","increase"
"Fusobacterium nucleatum","periodontitis","1","increase"
"Fusobacterium perfoetens","Colorectal cancer","-1","decrease"
"Fusobacterium periodonticum","Behcet's Disease","-1","decrease"
"Fusobacterium periodonticum","Caries","-1","decrease"
"Fusobacterium periodonticum","Colon adenomas","-1","decrease"
"Fusobacterium periodonticum","Colorectal cancer","-1","decrease"
"Fusobacterium periodonticum","E-smoking","-1","decrease"
"Fusobacterium periodonticum","Obesity","1","increase"
"Fusobacterium periodonticum","Oral squamous cell carcinoma","1","increase"
"Fusobacterium periodonticum","Refractory celiac disease","-1","decrease"
"Fusobacterium periodonticum","Sjögren Syndrome","-1","decrease"
"Fusobacterium periodonticum","Smoking","-1","decrease"
"Fusobacterium periodonticum","Type 2 Diabetes","1","increase"
"Fusobacterium periodonticum","periodontitis","1","increase"
"Fusobacterium species","colorectal cancer","1","increase"
"Fusobacterium spp","colorectal cancer","1","increase"
"Fusobacterium ulcerans","obesity","1","increase"
"Fusobacterium varium","Appendicitis","1","increase"
"Fusobacterium varium","Colon adenomas","1","increase"
"Fusobacterium varium","Colorectal cancer","1","increase"
"Fusobacterium varium","obesity","1","increase"
"Fusobacterium varium","ulcerative colitis","1","increase"
"Galactomyces","Alcoholism","-1","decrease"
"Gallibacterium","Asthma","1","increase"
"Gallibacterium","Non-alcoholic fatty liver disease","1","increase"
"Gallicola","Psoriasis","1","increase"
"Gallicola","Type 2 Diabetes","-1","decrease"
"Gallionella","Azoospermia","-1","decrease"
"Gallionella","Schizophrenia","-1","decrease"
"Gamma-proteobacteria","ulcerative colitis","1","increase"
"Gammaproteobacteria","Alzheimer's disease","1","increase"
"Gammaproteobacteria","Asthma","1","increase"
"Gammaproteobacteria","Colorectal cancer","1","increase"
"Gammaproteobacteria","Crohn's disease","1","increase"
"Gammaproteobacteria","HIV infection","1","increase"
"Gammaproteobacteria","Hepatocellular cancer","-1","decrease"
"Gammaproteobacteria","Irritable bowel syndrome(IBS)","1","increase"
"Gammaproteobacteria","Pancreatic ductal adenocarcinoma","1","increase"
"Gammaproteobacteria","Sepsis","1","increase"
